id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion;Columna1;Columna2
3120;Ornitofauna;Charadrius alticola;;;Charadrius;Charadriidae;Charadriiformes;Aves;Chordata;Animalia;Chorlo de la Puna;Puna Plover;;No categorizada;;LC;No incluida;No endemica;;;
3121;Ornitofauna;Charadrius nivosus;;;Charadrius;Charadriidae;Charadriiformes;Aves;Chordata;Animalia;Chorlo Nevado;Snowy Plover;;No categorizada;;NT;No incluida;No endemica;;;
3122;Ornitofauna;Charadrius semipalmatus;;;Charadrius;Charadriidae;Charadriiformes;Aves;Chordata;Animalia;Chorlo Semipalmado;Semipalmated Plover;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3123;Ornitofauna;Chordeiles acutipennis;;;Chordeiles;Caprimulgidae;Caprimulgiformes;Aves;Chordata;Animalia;Chotacabras Menor;Lesser Nighthawk;;No categorizada;;LC;No incluida;No endemica;;;
3124;Ornitofauna;Chroicocephalus cirrocephalus;;;Chroicocephalus;Laridae;Charadriiformes;Aves;Chordata;Animalia;Gaviota de Capucha Gris;Grayhooded Gull;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3125;Ornitofauna;Chroicocephalus serranus;;;Chroicocephalus;Laridae;Charadriiformes;Aves;Chordata;Animalia;Gaviota Andina;Andean Gull;;No categorizada;;LC;No incluida;No endemica;;;
3126;Ornitofauna;Cinclodes albiventris;;;Cinclodes;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Churrete de Ala Crema;Cream-winged Cinclodes;;No categorizada;;LC;No incluida;No endemica;;;
3127;Ornitofauna;Cinclodes atacamensis;;;Cinclodes;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Churrete de Ala Blanca;White-winged Cinclodes;;No categorizada;;LC;No incluida;No endemica;;;
3128;Ornitofauna;Cinclodes sp.2;;;Cinclodes;Furnariidae;Passeriformes;Aves;Chordata;Animalia;;;;;;;;;;;
3129;Ornitofauna;Cinclodes taczanowskii;;;Cinclodes;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Churrete Marisquero;Surf Cinclodes;;No categorizada;;LC;No incluida;EBA 052/Endemico de Peru;;;
3130;Ornitofauna;Circus cinereus;;;Circus;Accipitridae;Accipitriformes;Aves;Chordata;Animalia;Aguilucho Cenizo;Cinereous Harrier;;No categorizada;;LC;Apendice II;No endemica;;;
3131;Ornitofauna;Colaptes rupicola;;;Colaptes;Picidae;Piciformes;Aves;Chordata;Animalia;Carpintero Andino;Andean Flicker;;No categorizada;;LC;No incluida;No endemica;;;
3132;Ornitofauna;Colibri coruscans;;;Colibri;Trochilidae;Apodiformes;Aves;Chordata;Animalia;Oreja-Violeta de Vientre Azul;Sparkling Violetear;;No categorizada;;LC;Apendice II;No endemica;;;
3133;Ornitofauna;Columba livia;;;Columba;Columbidae;Columbiformes;Aves;Chordata;Animalia;Paloma Domestica;Rock Pigeon;;No categorizada;;LC;No incluida;No endemica;;;
3134;Ornitofauna;Columbina cruziana;;;Columbina;Columbidae;Columbiformes;Aves;Chordata;Animalia;Tortolita Peruana;Croaking Ground Dove;;No categorizada;;LC;No incluida;No endemica;;;
3135;Ornitofauna;Conirostrum binghami;;Oreomanes fraseri;Conirostrum;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Pico-de-Cono Gigante;Giant Conebill;;NT;;NT;No incluida;No endemica;;;
3136;Ornitofauna;Conirostrum cinereum;;;Conirostrum;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Pico-de-Cono Cinereo;Cinereous Conebill;;No categorizada;;LC;No incluida;No endemica;;;
3137;Ornitofauna;Conirostrum tamarugense;;;Conirostrum;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Pico-de-Cono de los Tamarugales;Tamarugo Conebill;;VU;;LC;No incluida;EBA 052;Migratorio austral;;
3138;Ornitofauna;Crotophaga sulcirostris;;;Crotophaga;Cuculidae;Cuculiformes;Aves;Chordata;Animalia;Garrapatero de Pico Estriado;Groove-billed Ani;;No categorizada;;LC;No incluida;No endemica;;;
3139;Ornitofauna;Diglossa brunneiventris;;;Diglossa;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Pincha-Flor de Garganta Negra;Black-throated Flower-piercer;;No categorizada;;LC;No incluida;No endemica;;;
3140;Ornitofauna;Egretta caerulea;;;Egretta;Ardeidae;Pelecaniformes;Aves;Chordata;Animalia;Garcita Azul;Little Blue Heron;;No categorizada;;LC;No incluida;No endemica;;;
3141;Ornitofauna;Egretta thula;;;Egretta;Ardeidae;Pelecaniformes;Aves;Chordata;Animalia;Garcita Blanca;Snowy Egret;;No categorizada;;LC;No incluida;No endemica;;;
3142;Ornitofauna;Elaenia albiceps;;;Elaenia;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Fio-Fio de Cresta Blanca;White-crested Elaenia;;No categorizada;;LC;No incluida;No endemica;;;
3143;Ornitofauna;Falco femoralis;;;Falco;Falconidae;Falconiformes;Aves;Chordata;Animalia;Halcon Aplomado;Aplomado Falcon;;No categorizada;;LC;Apendice II;No endemica;;;
3144;Ornitofauna;Falco peregrinus;;;Falco;Falconidae;Falconiformes;Aves;Chordata;Animalia;Halcon Peregrino;Peregrine Falcon;;NT;;LC;Apendice I;No endemica;Migratorio boreal;;
3145;Ornitofauna;Falco sparverius;;;Falco;Falconidae;Falconiformes;Aves;Chordata;Animalia;Cernicalo Americano;American Kestrel;;No categorizada;;LC;Apendice II;No endemica;;;
3146;Ornitofauna;Fulica ardesiaca;;;Fulica;Rallidae;Gruiformes;Aves;Chordata;Animalia;Gallareta Andina;Slate-colored (Andean) Coot;;No categorizada;;LC;No incluida;No endemica;;;
3147;Ornitofauna;Fulica gigantea;;;Fulica;Rallidae;Gruiformes;Aves;Chordata;Animalia;Gallareta Gigante;Giant Coot;;NT;;LC;No incluida;No endemica;;;
3148;Ornitofauna;Gallinago andina;;;Gallinago;Scolopacidae;Charadriiformes;Aves;Chordata;Animalia;Becasina de la Puna;Puna Snipe;;No categorizada;;LC;No incluida;No endemica;;;
3149;Ornitofauna;Gallinula galeata;;;Gallinula;Rallidae;Gruiformes;Aves;Chordata;Animalia;Polla de Agua Comun;Common Gallinule;;No categorizada;;LC;No incluida;No endemica;;;
3150;Ornitofauna;Geositta crassirostris;;;Geositta;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Minero de Pico Grueso;Thick-billed Miner;;No categorizada;;LC;No incluida;EBA 052/Endemico de Peru;;;
3151;Ornitofauna;Geositta cunicularia;;;Geositta;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Minero Comun;Common Miner;;No categorizada;;LC;No incluida;No endemica;;;
3152;Ornitofauna;Geositta maritima;;;Geositta;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Minero Gris;Grayish Miner;;No categorizada;;LC;No incluida;No endemica;;;
3153;Ornitofauna;Geositta punensis;;;Geositta;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Minero de la Puna;Puna Miner;;No categorizada;;LC;No incluida;No endemica;;;
3154;Ornitofauna;Geositta tenuirostris;;;Geositta;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Minero de Pico Largo;Slender-billed Miner;;No categorizada;;LC;No incluida;No endemica;;;
3155;Ornitofauna;Geospizopsis plebejus;;Phrygilus plebejus;Geospizopsis;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Fringilo de Pecho Cenizo;Ash-breasted Sierra-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3156;Ornitofauna;Geospizopsis unicolor;;Phrygilus unicolor;Geospizopsis;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Fringilo Plomizo;Plumbeous Sierra-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3157;Ornitofauna;Geranoaetus melanoleucus;;;Geranoaetus;Accipitridae;Accipitriformes;Aves;Chordata;Animalia;Aguilucho de Pecho Negro;Black-chested Buzzard-Eagle;;No categorizada;;LC;Apendice II;No endemica;;;
3158;Ornitofauna;Geranoaetus polyosoma;;;Geranoaetus;Accipitridae;Accipitriformes;Aves;Chordata;Animalia;Aguilucho Variable;Variable Hawk;;No categorizada;;LC;Apendice II;No endemica;;;
3159;Ornitofauna;Glaucidium peruanum;;;Glaucidium;Strigidae;Strigiformes;Aves;Chordata;Animalia;Lechucita Peruana;Peruvian PygmyOwl;;No categorizada;;LC;Apendice II;No endemica;;;
3160;Ornitofauna;Haematopus ater;;;Haematopus;Haematopidae;Charadriiformes;Aves;Chordata;Animalia;Ostrero Negruzco;Blackish Oystercatcher;;No categorizada;;LC;No incluida;No endemica;;;
3161;Ornitofauna;Haematopus palliatus;;;Haematopus;Haematopidae;Charadriiformes;Aves;Chordata;Animalia;Ostrero Americano;American Oystercatcher;;No categorizada;;LC;No incluida;No endemica;;;
3162;Ornitofauna;Hirundo rustica;;;Hirundo;Hirundinidae;Passeriformes;Aves;Chordata;Animalia;Golondrina Tijereta;Barn Swallow;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3163;Ornitofauna;Idiopsar erythronotus;;Phrygilus erythronotus;Idiopsar;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Fringilo de Garganta Blanca;White-throated Sierra-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3164;Ornitofauna;Idiopsar speculifera;;Diuca speculifera;Idiopsar;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Diuca de Ala Blanca;White-winged Diuca-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3165;Ornitofauna;Jabiru mycteria;;;Jabiru;Ciconidae;Ciconiformes;Aves;Chordata;Animalia;Jabiru;Jabiru;;NT;;LC;Apendice I;No endemica;;;
3166;Ornitofauna;Larosterna inca;;;Larosterna;Laridae;Charadriiformes;Aves;Chordata;Animalia;Gaviotin Zarcillo;Inca Tern;;VU;;NT;No incluida;No endemica;;;
3167;Ornitofauna;Larus belcheri;;;Larus;Laridae;Charadriiformes;Aves;Chordata;Animalia;Gaviota Peruana;Belcher’s (Bandtailed) Gull;;No categorizada;;LC;No incluida;No endemica;;;
3168;Ornitofauna;Larus dominicanus;;;Larus;Laridae;Charadriiformes;Aves;Chordata;Animalia;Gaviota Dominicana;Kelp Gull;;No categorizada;;LC;No incluida;No endemica;;;
3169;Ornitofauna;Leistes bellicosa;;Sturnella bellicosa;Leistes;Icteridae;Passeriformes;Aves;Chordata;Animalia;Pastorero Peruano;Peruvian Meadowlark;;No categorizada;;LC;No incluida;No endemica;;;
3170;Ornitofauna;Leptasthenura aegithaloides;;;Leptasthenura;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Tijeral de Manto Llano;Plain-mantled Tit-Spinetail;;No categorizada;;LC;No incluida;No endemica;;;
3171;Ornitofauna;Leptasthenura andicola;;;Leptasthenura;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Tijeral Andino;Andean Tit-Spinetail;;No categorizada;;LC;No incluida;No endemica;;;
3172;Ornitofauna;Leptasthenura striata;;;Leptasthenura;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Tijeral Listado;Streaked Tit-Spinetail;;No categorizada;;LC;No incluida;No endemica;;;
3173;Ornitofauna;Lessonia oreas;;;Lessonia;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Negrito Andino;Andean Negrito;;No categorizada;;LC;No incluida;No endemica;;;
3174;Ornitofauna;Leucophaeus modestus;;;Leucophaeus;Laridae;Charadriiformes;Aves;Chordata;Animalia;Gaviota Gris;Gray Gull;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3175;Ornitofauna;Leucophaeus pipixcan;;;Leucophaeus;Laridae;Charadriiformes;Aves;Chordata;Animalia;Gaviota de Franklin;Franklin’s Gull;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3176;Ornitofauna;Limnodromus griseus;;;Limnodromus;Scolopacidae;Charadriiformes;Aves;Chordata;Animalia;Agujeta de Pico Corto;Shortbilled Dowitcher;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3177;Ornitofauna;Lophonetta specularioides;;;Lophonetta;Anatidae;Anseriformes;Aves;Chordata;Animalia;Pato Creston;Crested Duck;;No categorizada;;LC;No incluida;No endemica;;;
3178;Ornitofauna;Macronectes giganteus;;;Macronectes;Procellariidae;Procellariiformes;Aves;Chordata;Animalia;Petrel Gigante Sureno;Southern GiantPetrel;;NT;;LC;No incluida;No endemica;Migratorio austral;;
3179;Ornitofauna;Merganetta armata;;;Merganetta;Anatidae;Anseriformes;Aves;Chordata;Animalia;Pato de los Torrentes;Torrent Duck;;No categorizada;;LC;No incluida;No endemica;;;
3180;Ornitofauna;Metallura phoebe;;;Metallura;Trochilidae;Apodiformes;Aves;Chordata;Animalia;Colibri Negro;Black Metaltail;;No categorizada;;LC;Apendice II;Endemico de Peru / EBA 052;;;
3181;Ornitofauna;Metallura tyrianthina;;;Metallura;Trochilidae;Apodiformes;Aves;Chordata;Animalia;Colibri Tirio;Tyrian Metaltail;;No categorizada;;LC;Apendice II;No endemica;;;
3182;Ornitofauna;Metriopelia aymara;;;Metriopelia;Columbidae;Columbiformes;Aves;Chordata;Animalia;Tortolita de Puntos Dorados;Golden-spotted Ground Dove;;No categorizada;;LC;No incluida;No endemica;;;
3183;Ornitofauna;Metriopelia ceciliae;;;Metriopelia;Columbidae;Columbiformes;Aves;Chordata;Animalia;Tortolita Moteada;Bare-faced Ground Dove;;No categorizada;;LC;No incluida;No endemica;;;
3184;Ornitofauna;Metriopelia melanoptera;;;Metriopelia;Columbidae;Columbiformes;Aves;Chordata;Animalia;Tortolita de Ala Negra;Black-winged Ground Dove;;No categorizada;;LC;No incluida;No endemica;;;
3185;Ornitofauna;Molothrus bonariensis;;;Molothrus;Icteridae;Passeriformes;Aves;Chordata;Animalia;Tordo Brilloso;Shiny Cowbird;;No categorizada;;LC;No incluida;No endemica;;;
3186;Ornitofauna;Muscisaxicola albifrons;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Frente Blanca;White-fronted Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3187;Ornitofauna;Muscisaxicola albilora;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Ceja Blanca;White-browed Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3188;Ornitofauna;Muscisaxicola alpinus;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de paramo;Plain-capped Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3189;Ornitofauna;Muscisaxicola capistratus;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Vientre Canela;Cinnamon bellied Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3190;Ornitofauna;Muscisaxicola cinereus;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona Cinerea;Cinereous Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3191;Ornitofauna;Muscisaxicola flavinucha;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Nuca Ocracea;Ochre-naped Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3192;Ornitofauna;Muscisaxicola frontalis;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Frente Negra;Black-fronted Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3193;Ornitofauna;Muscisaxicola griseus;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Taczanowski;Taczanowski’s Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3194;Ornitofauna;Muscisaxicola juninensis;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de la Puna;Puna Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3195;Ornitofauna;Muscisaxicola maclovianus;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Cara Oscura;Dark-faced Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;Migratorio austral;;
3196;Ornitofauna;Muscisaxicola maculirostris;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona Chica;Spot-billed Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3197;Ornitofauna;Muscisaxicola rufivertex;;;Muscisaxicola;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Dormilona de Nuca Rojiza;Rufous-naped Ground-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3198;Ornitofauna;Myiophobus fasciatus;;;Myiophobus;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Mosquerito de Pecho Rayado;Brancolored Flycatcher;;No categorizada;;LC;No incluida;No endemica;;;
3199;Ornitofauna;Myrtis fanny;;;Myrtis;Trochilidae;Apodiformes;Aves;Chordata;Animalia;Estrellita de Collar Purpura;Purple-collared Woodstar;;No categorizada;;LC;Apendice II;No endemica;;;
3200;Ornitofauna;Nothoprocta ornata;;;Nothoprocta;Tinamidae;Tinamiformes;Aves;Chordata;Animalia;Perdiz Cordillerana;Ornate Tinamou;;No categorizada;;LC;No incluida;No endemica;;;
3201;Ornitofauna;Nothoprocta pentlandii;;;Nothoprocta;Tinamidae;Tinamiformes;Aves;Chordata;Animalia;Perdiz Andina;Andean Tinamou;;No categorizada;;LC;No incluida;No endemica;;;
3202;Ornitofauna;Numenius phaeopus;;;Numenius;Scolopacidae;Charadriiformes;Aves;Chordata;Animalia;Zarapito Trinador;Whimbrel;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3203;Ornitofauna;Nyctanassa violacea;;;Nyctanassa;Ardeidae;Pelecaniformes;Aves;Chordata;Animalia;Huaco de Corona Amarilla;Yellowcrowned NightHeron;;No categorizada;;LC;No incluida;No endemica;;;
3204;Ornitofauna;Nycticorax nycticorax;;;Nycticorax;Ardeidae;Pelecaniformes;Aves;Chordata;Animalia;Huaco Comun;Black-crowned Night-Heron;;No categorizada;;LC;No incluida;No endemica;;;
3205;Ornitofauna;Oceanites oceanicus;;;Oceanites;Oceanitidae;Procellariiformes;Aves;Chordata;Animalia;Golondrina de Mar de Wilson;Wilson’s StormPetrel;;No categorizada;;LC;No incluida;No endemica;;;
3206;Ornitofauna;Ochetorhynchus ruficaudus;;;Ochetorhynchus;Furnariidae;Passeriformes;Aves;Chordata;Animalia;Bandurrita de Pico Recto;Straight-billed Earthcreeper;;No categorizada;;LC;No incluida;No endemica;;;
3207;Ornitofauna;Ochthoeca leucophrys;;;Ochthoeca;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Pitajo de Ceja Blanca;White-browed Chat-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3208;Ornitofauna;Ochthoeca oenanthoides;;;Ochthoeca;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Pitajo de d’Orbigny;d’Orbigny’s Chat-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3209;Ornitofauna;Oreopholus ruficollis;;;Oreopholus;Charadriidae;Charadriiformes;Aves;Chordata;Animalia;Chorlo de Campo;Tawny-throated Dotterel;;No categorizada;;LC;No incluida;No endemica;;;
3210;Ornitofauna;Oreotrochilus estella;;;Oreotrochilus;Trochilidae;Apodiformes;Aves;Chordata;Animalia;Estrella Andina;Andean Hillstar;;No categorizada;;LC;Apendice II;No endemica;;;
3211;Ornitofauna;Oressochen melanopterus;;Chloephaga melanoptera;Oressochen;Anatidae;Anseriformes;Aves;Chordata;Animalia;Cauquen Huallata;Andean Goose;;No categorizada;;LC;No incluida;No endemica;;;
3212;Ornitofauna;Orochelidon andecola;;;Orochelidon;Hirundinidae;Passeriformes;Aves;Chordata;Animalia;Golondrina Andina;Andean Swallow;;No categorizada;;LC;No incluida;No endemica;;;
3213;Ornitofauna;Orochelidon murina;;;Orochelidon;Hirundinidae;Passeriformes;Aves;Chordata;Animalia;Golondrina de Vientre Pardo;Brown-bellied Swallow;;No categorizada;;LC;No incluida;No endemica;;;
3214;Ornitofauna;Oxyura jamaicensis;;;Oxyura;Anatidae;Anseriformes;Aves;Chordata;Animalia;Pato Rana;Ruddy Duck;;No categorizada;;LC;No incluida;No endemica;;;
3215;Ornitofauna;Pandion haliaetus;;;Pandion;Pandionidae;Accipitriformes;Aves;Chordata;Animalia;Aguila Pescadora;Osprey;;No categorizada;;LC;Apendice II;No endemica;Migratorio boreal;;
3216;Ornitofauna;Pardirallus sanguinolentus;;;Pardirallus;Rallidae;Gruiformes;Aves;Chordata;Animalia;Rascon Plomizo;Plumbeous Rail;;No categorizada;;LC;No incluida;No endemica;;;
3217;Ornitofauna;Passer domesticus;;;Passer;Passeridae;Passeriformes;Aves;Chordata;Animalia;Gorrion Casero;House Sparrow;;No categorizada;;LC;No incluida;No endemica;;;
3218;Ornitofauna;Patagioenas maculosa;;;Patagioenas;Columbidae;Columbiformes;Aves;Chordata;Animalia;Paloma de Ala Moteada;Spot-winged Pigeon;;No categorizada;;LC;No incluida;No endemica;;;
3219;Ornitofauna;Patagona gigas;;;Patagona;Trochilidae;Apodiformes;Aves;Chordata;Animalia;Colibri Gigante;Giant Hummingbird;;No categorizada;;LC;Apendice II;No endemica;;;
3220;Ornitofauna;Pelecanoides garnotii;;;Pelecanoides;Procellariidae;Procellariiformes;Aves;Chordata;Animalia;Potoyunco Peruano;Peruvian DivingPetrel;;VU;;NT;No incluida;No endemica;;;
3221;Ornitofauna;Pelecanus thagus;;;Pelecanus;Pelecanidae;Pelecaniformes;Aves;Chordata;Animalia;Pelicano Peruano;Peruvian Pelican;;EN;;NT;No incluida;No endemica;;;
3222;Ornitofauna;Phalacrocorax bougainvillii;;Leucocarbo bougainvillii;Phalacrocorax;Phalacrocoracidae;Suliformes;Aves;Chordata;Animalia;Cormoran Guanay;Guanay Cormorant;;NT;;NT;No incluida;No endemica;;;
3223;Ornitofauna;Phalacrocorax brasilianus;;;Phalacrocorax;Phalacrocoracidae;Suliformes;Aves;Chordata;Animalia;Cormoran Neotropical;Neotropic Cormorant;;No categorizada;;LC;No incluida;No endemica;;;
3224;Ornitofauna;Phalacrocorax gaimardi;;Poikilocarbo gaimardi;Phalacrocorax;Phalacrocoracidae;Suliformes;Aves;Chordata;Animalia;Cormoran de Pata Roja;Redlegged Cormorant;;EN;;NT;No incluida;No endemica;;;
3225;Ornitofauna;Phalaropus tricolor;;Steganopus tricolor;Phalaropus;Scolopacidae;Charadriiformes;Aves;Chordata;Animalia;Falaropo Tricolor;Wilson’s Phalarope;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3226;Ornitofauna;Phalcoboenus albogularis;;;Phalcoboenus;Falconidae;Falconiformes;Aves;Chordata;Animalia;Caracara araucano;White-throated Caracara;;No categorizada;;LC;Apendice II;No endemica;;;
3227;Ornitofauna;Phalcoboenus megalopterus;;;Phalcoboenus;Falconidae;Falconiformes;Aves;Chordata;Animalia;Caracara Cordillerano;Mountain Caracara;;No categorizada;;LC;Apendice II;No endemica;;;
3228;Ornitofauna;Phegornis mitchellii;;;Phegornis;Charadriidae;Charadriiformes;Aves;Chordata;Animalia;Chorlo Cordillerano;Diademed Sandpiper-Plover;;NT;;NT;No incluida;No endemica;Migratorio boreal;;
3229;Ornitofauna;Phoenicoparrus andinus;;;Phoenicoparrus;Phoenicopteridae;Phoenicopteriformes;Aves;Chordata;Animalia;Parina Grande;Andean Flamingo;;VU;;VU;Apendice II;No endemica;Migratorio austral;;
3230;Ornitofauna;Phoenicopterus chilensis;;;Phoenicopterus;Phoenicopteridae;Phoenicopteriformes;Aves;Chordata;Animalia;Flamenco Chileno;Chilean Flamingo;;NT;;NT;Apendice II;No endemica;;;
3231;Ornitofauna;Phrygilus atriceps;;;Phrygilus;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Fringilo de Capucha Negra;Black-hooded Sierra-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3232;Ornitofauna;Phrygilus fruticeti;;Rhopospina fruticeti;Phrygilus;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Fringilo de Pecho Negro;Mourning Sierra-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3233;Ornitofauna;Phrygilus punensis;;;Phrygilus;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Fringilo Peruano;Peruvian Sierra-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3234;Ornitofauna;Pipraeidea bonariensis;;;Pipraeidea;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Tangara Azul y Amarilla;Blue-and-yellow Tanager;;No categorizada;;LC;No incluida;No endemica;;;
3235;Ornitofauna;Plegadis ridgwayi;;;Plegadis;Threskiornitidae;Pelecaniformes;Aves;Chordata;Animalia;Ibis de la Puna;Puna Ibis;;No categorizada;;LC;No incluida;No endemica;;;
3236;Ornitofauna;Podiceps occipitalis;;;Podiceps;Podicipedidae;Podicipediformes;Aves;Chordata;Animalia;Zambullidor Plateado;Silvery Grebe;;NT;;LC;No incluida;No endemica;;;
3237;Ornitofauna;Polioxolmis rufipennis;;;Polioxolmis;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Ala-Rufa Canelo;Rufous-webbed Bush-Tyrant;;No categorizada;;LC;No incluida;No endemica;;;
3238;Ornitofauna;Porphyrospiza alaudina;;Phrygilus alaudinus / Rhopospina alaudina;Porphyrospiza;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Fringilo de Cola Bandeada;Band-tailed Sierra-Finch;;No categorizada;;LC;No incluida;No endemica;;;
3239;Ornitofauna;Psilopsiagon aurifrons;;;Psilopsiagon;Psittacidae;Psitaciformes;Aves;Chordata;Animalia;Perico Cordillerano;Mountain Parakeet;;No categorizada;;LC;Apendice II;No endemica;;;
3240;Ornitofauna;Pygochelidon cyanoleuca;;;Pygochelidon;Hirundinidae;Passeriformes;Aves;Chordata;Animalia;Golondrina Azul y Blanca;Blue-and-white Swallow;;No categorizada;;LC;No incluida;No endemica;;;
3241;Ornitofauna;Pyrocephalus rubinus;;;Pyrocephalus;Tyrannidae;Passeriformes;Aves;Chordata;Animalia;Mosquero Bermellon;Vermilion Flycatcher;;No categorizada;;LC;No incluida;No endemica;;;
3242;Ornitofauna;Recurvirostra andina;;;Recurvirostra;Recurvirostridae;Charadriiformes;Aves;Chordata;Animalia;Avoceta Andina;Andean Avocet;;No categorizada;;LC;No incluida;No endemica;;;
3243;Ornitofauna;Rhea pennata;;;Rhea;Rheidae;Rheiformes;Aves;Chordata;Animalia;Nandu Petizo (Suri);Lesser (Puna) Rhea;;CR;;LC;Apendice I;No endemica;;;
3244;Ornitofauna;Rhodopis vesper;;;Rhodopis;Trochilidae;Apodiformes;Aves;Chordata;Animalia;Colibri de Oasis;Oasis Hummingbird;;No categorizada;;LC;Apendice II;No endemica;;;
3245;Ornitofauna;Rynchops niger;;;Rynchops;Rynchopidae;Charadriiformes;Aves;Chordata;Animalia;Rayador Negro;Black Skimmer;;No categorizada;;LC;No incluida;No endemica;Migratorio boreal;;
3246;Ornitofauna;Saltator aurantiirostris;;;Saltator;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Saltador de Pico Dorado;Golden-billed Saltator;;No categorizada;;LC;No incluida;No endemica;;;
3247;Ornitofauna;Sicalis lutea;;;Sicalis;Thraupidae;Passeriformes;Aves;Chordata;Animalia;Chirigue de la Puna;Puna Yellow-Finch;;No categorizada;;LC;No incluida;No endemica;;;
